id	date	source	rating_numerator	rating_denominator	rate	name	dog_stage	favorite_count	retweet_count	image	predicted_dog
883838122936631299	2017/07/09	Twitter for iPhone	12	10	1.2	Noah	None	22349	3586	https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg	DOBERMAN
883482846933004288	2017/07/08	Twitter for iPhone	5	10	0.5	Bella	None	46860	10407	https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg	GOLDEN_RETRIEVER
883360690899218434	2017/07/07	Twitter for iPhone	13	10	1.3	Grizzwald	floofer	22986	3825	https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg	CHOW
883117836046086144	2017/07/07	Twitter for iPhone	13	10	1.3	None	None	37914	6949	https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg	LABRADOR_RETRIEVER
882992080364220416	2017/07/06	Twitter for iPhone	13	10	1.3	Rusty	None	24445	4122	https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg	ESKIMO_DOG
882762694511734784	2017/07/06	Twitter for iPhone	12	10	1.2	Gus	pupper	28903	5134	https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg	LABRADOR_RETRIEVER
882627270321602560	2017/07/05	Twitter for iPhone	13	10	1.3	Stanley	None	28382	6342	https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg	PEMBROKE
882268110199369728	2017/07/04	Twitter for iPhone	13	10	1.3	Alfy	None	45880	12118	https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg	GOLDEN_RETRIEVER
882045870035918850	2017/07/04	Twitter for iPhone	13	10	1.3	Koko	None	29900	5203	https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg	WEB_SITE
881906580714921986	2017/07/03	Twitter for iPhone	12	10	1.2	Rey	None	24773	3533	https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg	WEIMARANER
881666595344535552	2017/07/03	Twitter for iPhone	13	10	1.3	Gary	None	51522	11099	https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg	SALUKI
881633300179243008	2017/07/02	Twitter for iPhone	17	10	1.7	None	None	129	7		
881536004380872706	2017/07/02	Twitter for iPhone	14	10	1.4	a	pupper	50199	16570	https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg	SAMOYED
881268444196462592	2017/07/01	Twitter for iPhone	12	10	1.2	Elliot	None	23501	5358	https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg	TUSKER
880935762899988482	2017/06/30	Twitter for iPhone	13	10	1.3	Louis	None	17346	2886	https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg	STREET_SIGN
880872448815771648	2017/06/30	Twitter for iPhone	12	10	1.2	None	None	21734	3989	https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg	PEMBROKE
880465832366813184	2017/06/29	Twitter for iPhone	12	10	1.2	Bella	None	29075	6546	https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg	GOLDEN_RETRIEVER
880221127280381952	2017/06/29	Twitter for iPhone	12	10	1.2	Jesse	None	27640	4436	https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg	CHIHUAHUA
880095782870896641	2017/06/28	Twitter for iPhone	11	10	1.1	None	None	28150	4533	https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg	MINIATURE_PINSCHER
879862464715927552	2017/06/28	Twitter for iPhone	13	10	1.3	Romeo	None	22667	3642	https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg	COCKER_SPANIEL
879674319642796034	2017/06/27	Twitter for iPhone	14	10	1.4	None	None	315	10		
879492040517615616	2017/06/27	Twitter for iPhone	12	10	1.2	Bailey	None	23822	3323	https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg	GERMAN_SHORT-HAIRED_POINTER
879415818425184262	2017/06/26	Twitter for iPhone	13	10	1.3	Duddles	None	107956	45849	https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg	ENGLISH_SPRINGER
879376492567855104	2017/06/26	Twitter for iPhone	12	10	1.2	Jack	None	17099	3261	https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg	TRICYCLE
879130579576475649	2017/06/26	Twitter for iPhone	14	10	1.4	Emmy	None	0	7181		
879050749262655488	2017/06/25	Twitter for iPhone	11	10	1.1	Steven	None	23022	4941	https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg	TABBY
879008229531029506	2017/06/25	Twitter for iPhone	13	10	1.3	Beau	None	19317	2812	https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg	VIZSLA
878776093423087618	2017/06/25	Twitter for iPhone	13	10	1.3	Snoopy	puppo	19763	4319	https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg	WHIPPET
878604707211726852	2017/06/24	Twitter for iPhone	13	10	1.3	None	None	30931	7582		
878404777348136964	2017/06/24	Twitter for iPhone	13	10	1.3	Shadow	None	0	1349		
878316110768087041	2017/06/23	Twitter for iPhone	11	10	1.1	Terrance	None	0	6965		
878281511006478336	2017/06/23	Twitter for iPhone	13	10	1.3	Shadow	None	7913	1349	https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg	BASSET
878057613040115712	2017/06/23	Twitter for iPhone	14	10	1.4	Emmy	None	42876	7181	https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg	FRENCH_BULLDOG
877736472329191424	2017/06/22	Twitter for iPhone	13	10	1.3	Aja	None	71144	17300	https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg	LABRADOR_RETRIEVER
877611172832227328	2017/06/21	Twitter for iPhone	14	10	1.4	None	pupper	0	83	https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg	IRISH_SETTER
877556246731214848	2017/06/21	Twitter for iPhone	12	10	1.2	Penny	None	23258	3994	https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg	BASSET
877316821321428993	2017/06/21	Twitter for iPhone	13	10	1.3	Dante	None	27907	5414	https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg	SALUKI
877201837425926144	2017/06/20	Twitter for iPhone	12	10	1.2	Nelly	None	27755	5880	https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg	PEMBROKE
876838120628539392	2017/06/19	Twitter for iPhone	12	10	1.2	Ginger	pupper	21125	3506	https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg	BLOODHOUND
876537666061221889	2017/06/18	Twitter for iPhone	14	10	1.4	None	None	23869	4800		
876484053909872640	2017/06/18	Twitter for iPhone	13	10	1.3	Benedict	None	19163	2511	https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg	GOLDEN_RETRIEVER
876120275196170240	2017/06/17	Twitter for iPhone	13	10	1.3	Venti	None	28490	4903	https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg	BERNESE_MOUNTAIN_DOG
875747767867523072	2017/06/16	Twitter for iPhone	13	10	1.3	Goose	None	25773	4497	https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg	LABRADOR_RETRIEVER
875144289856114688	2017/06/15	Twitter for iPhone	13	10	1.3	Nugget	None	22185	5081	https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg	SIBERIAN_HUSKY
875097192612077568	2017/06/14	Twitter for iPhone	13	10	1.3	None	None	27997	6342		
875021211251597312	2017/06/14	Twitter for iPhone	12	10	1.2	None	None	26022	4922	https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg	SIBERIAN_HUSKY
874680097055178752	2017/06/13	Twitter for iPhone	12	10	1.2	Cash	None	28439	4875	https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg	LABRADOR_RETRIEVER
874434818259525634	2017/06/13	Twitter for iPhone	12	10	1.2	Coco	None	0	15546		
874296783580663808	2017/06/12	Twitter for iPhone	13	10	1.3	Jed	pupper	26651	4308	https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg	COCKER_SPANIEL
874057562936811520	2017/06/12	Twitter for iPhone	12	10	1.2	None	None	23134	4125	https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg	FLAT-COATED_RETRIEVER
874012996292530176	2017/06/11	Twitter for iPhone	13	10	1.3	Sebastian	puppo	35501	11007	https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg	PEMBROKE
873697596434513921	2017/06/11	Twitter for iPhone	14	10	1.4	Walter	None	0	12518	https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg	LAPTOP
873580283840344065	2017/06/10	Twitter for iPhone	13	10	1.3	None	None	24837	4143	https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg	NEWFOUNDLAND
873337748698140672	2017/06/10	Twitter for iPhone	12	10	1.2	Sierra	pupper	0	1667		
873213775632977920	2017/06/09	Twitter for iPhone	12	10	1.2	Sierra	pupper	7467	1667	https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg	VIZSLA
872967104147763200	2017/06/09	Twitter for iPhone	12	10	1.2	None	doggo	28031	5669	https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg	CHESAPEAKE_BAY_RETRIEVER
872820683541237760	2017/06/08	Twitter for iPhone	13	10	1.3	None	None	15029	3884	https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg	BULL_MASTIFF
872668790621863937	2017/06/08	Twitter for iPhone	14	10	1.4	None	None	0	31		
872620804844003328	2017/06/08	Twitter for iPhone	13	10	1.3	Monkey	None	21309	3911	https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg	COCKER_SPANIEL
872486979161796608	2017/06/07	Twitter for iPhone	12	10	1.2	None	None	41606	9429	https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg	PEMBROKE
872261713294495745	2017/06/07	Twitter for iPhone	13	10	1.3	Harry	None	35085	6649	https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg	FLAT-COATED_RETRIEVER
872122724285648897	2017/06/06	Twitter for iPhone	12	10	1.2	Kody	None	35324	8549	https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg	BASKETBALL
871879754684805121	2017/06/06	Twitter for iPhone	13	10	1.3	Lassie	None	39090	11918	https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg	SHETLAND_SHEEPDOG
871762521631449091	2017/06/05	Twitter for iPhone	12	10	1.2	Rover	pupper	20787	3678	https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg	GOLDEN_RETRIEVER
871515927908634625	2017/06/04	Twitter for iPhone	12	10	1.2	Napolean	doggo	20730	3628	https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg	BRIARD
871166179821445120	2017/06/04	Twitter for iPhone	12	10	1.2	Dawn	None	0	5991		
871102520638267392	2017/06/03	Twitter for iPhone	14	10	1.4	None	doggo	21461	5764		
871032628920680449	2017/06/03	Twitter for iPhone	13	10	1.3	Boomer	None	23255	3999	https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg	KELPIE
870804317367881728	2017/06/03	Twitter for iPhone	11	10	1.1	None	None	33791	6393	https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg	HOME_THEATER
870726314365509632	2017/06/02	Twitter for iPhone	10	10	1.0	None	None	121	3		
870656317836468226	2017/06/02	Twitter for iPhone	13	10	1.3	Cody	None	12819	2817	https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg	
870374049280663552	2017/06/01	Twitter for iPhone	13	10	1.3	Zoey	None	85011	27680	https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg	GOLDEN_RETRIEVER
870308999962521604	2017/06/01	Twitter for iPhone	13	10	1.3	Rumble	None	22453	4384	https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg	APPENZELLER
870063196459192321	2017/05/31	Twitter for iPhone	14	10	1.4	Clifford	None	37771	8840	https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg	COMIC_BOOK
869988702071779329	2017/05/31	Twitter for iPhone	12	10	1.2	quite	None	0	25661		
869772420881756160	2017/05/31	Twitter for iPhone	13	10	1.3	Dewey	None	43710	10663	https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg	PEMBROKE
869702957897576449	2017/05/30	Twitter for iPhone	13	10	1.3	Stanley	None	29116	6728	https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg	PEMBROKE
869596645499047938	2017/05/30	Twitter for iPhone	12	10	1.2	Scout	doggo	16476	3327	https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg	CHIHUAHUA
869227993411051520	2017/05/29	Twitter for iPhone	13	10	1.3	Gizmo	None	21112	4023	https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg	PEMBROKE
868880397819494401	2017/05/28	Twitter for iPhone	14	10	1.4	Walter	None	55098	12518	https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg	LAPTOP
868639477480148993	2017/05/28	Twitter for iPhone	12	10	1.2	Cooper	None	0	2240		
868622495443632128	2017/05/28	Twitter for iPhone	13	10	1.3	None	None	28295	6275	https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg	LABRADOR_RETRIEVER
868552278524837888	2017/05/27	Twitter for iPhone	12	10	1.2	Cooper	None	10539	2240	https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg	WHIPPET
867900495410671616	2017/05/26	Twitter for iPhone	12	10	1.2	None	None	24964	4439	https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg	LABRADOR_RETRIEVER
867774946302451713	2017/05/25	Twitter for iPhone	13	10	1.3	Harold	None	35179	7788	https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg	CARDIGAN
867421006826221569	2017/05/24	Twitter for iPhone	12	10	1.2	Shikha	puppo	16755	2697	https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg	ESKIMO_DOG
867072653475098625	2017/05/23	Twitter for iPhone	13	10	1.3	None	None	0	135	https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg	BLENHEIM_SPANIEL
867051520902168576	2017/05/23	Twitter for iPhone	13	10	1.3	None	None	33420	8425	https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg	SAMOYED
866816280283807744	2017/05/23	Twitter for iPhone	13	10	1.3	Jamesy	pupper	0	32883		
866720684873056260	2017/05/22	Twitter for iPhone	13	10	1.3	None	None	20888	5168		
866686824827068416	2017/05/22	Twitter for iPhone	12	10	1.2	Lili	None	20070	3727	https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg	FLAT-COATED_RETRIEVER
866450705531457537	2017/05/22	Twitter for iPhone	13	10	1.3	Jamesy	pupper	106827	32883	https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg	BOSTON_BULL
866334964761202691	2017/05/21	Twitter for iPhone	12	10	1.2	Coco	None	54720	15546	https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg	SAMOYED
866094527597207552	2017/05/21	Twitter for iPhone	12	10	1.2	None	pupper	0	8952		
865718153858494464	2017/05/19	Twitter for iPhone	13	10	1.3	Boomer	None	26640	6008	https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg	GOLDEN_RETRIEVER
865359393868664832	2017/05/19	Twitter for iPhone	13	10	1.3	Sammy	None	27530	5384	https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg	LABRADOR_RETRIEVER
865006731092295680	2017/05/18	Twitter for iPhone	13	10	1.3	Nelly	None	29063	8209	https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg	PEMBROKE
864873206498414592	2017/05/17	Twitter for iPhone	14	10	1.4	None	None	33651	9361	https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg	LAKESIDE
864279568663928832	2017/05/16	Twitter for iPhone	12	10	1.2	Meatball	None	15195	3266	https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg	BULL_MASTIFF
864197398364647424	2017/05/15	Twitter for iPhone	13	10	1.3	Paisley	None	31459	9616	https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg	
863907417377173506	2017/05/15	Twitter for iPhone	13	10	1.3	Albus	None	21477	4441	https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg	MARMOT
863553081350529029	2017/05/14	Twitter for iPhone	13	10	1.3	Neptune	None	15935	4489	https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg	ESKIMO_DOG
863471782782697472	2017/05/13	Twitter for iPhone	13	10	1.3	Quinn	None	0	2687		
863432100342583297	2017/05/13	Twitter for iPhone	12	10	1.2	Belle	None	24829	5664	https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg	STAFFORDSHIRE_BULLTERRIER
863427515083354112	2017/05/13	Twitter for iPhone	12	10	1.2	None	None	2363	105		
863079547188785154	2017/05/12	Twitter for iPhone	14	10	1.4	None	None	9094	1195	https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg	LAKELAND_TERRIER
863062471531167744	2017/05/12	Twitter for iPhone	13	10	1.3	Quinn	None	8945	2687	https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg	PUG
862831371563274240	2017/05/12	Twitter for iPhone	13	10	1.3	Zooey	None	20011	5457	https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg	IRISH_TERRIER
862722525377298433	2017/05/11	Twitter for iPhone	11	10	1.1	Dave	None	17779	3809	https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg	BASSET
862457590147678208	2017/05/11	Twitter for iPhone	13	10	1.3	Jersey	None	21492	5388	https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg	HOME_THEATER
862096992088072192	2017/05/10	Twitter for iPhone	13	10	1.3	None	None	66437	21840	https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg	POMERANIAN
861769973181624320	2017/05/09	Twitter for iPhone	13	10	1.3	None	None	0	37911	https://pbs.twimg.com/media/CzG425nWgAAnP7P.jpg	HOUSE_FINCH
861383897657036800	2017/05/08	Twitter for iPhone	13	10	1.3	Hobbes	None	37744	11528	https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg	CARDIGAN
861288531465048066	2017/05/07	Twitter for iPhone	13	10	1.3	None	None	18032	4479	https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg	SYRINGE
861005113778896900	2017/05/06	Twitter for iPhone	12	10	1.2	Burt	None	17538	4119	https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg	GERMAN_SHEPHERD
860981674716409858	2017/05/06	Twitter for iPhone	13	10	1.3	Lorenzo	None	0	2334		
860924035999428608	2017/05/06	Twitter for iPhone	13	10	1.3	None	None	0	882	https://pbs.twimg.com/media/C_KVJjDXsAEUCWn.jpg	OSCILLOSCOPE
860563773140209665	2017/05/05	Twitter for iPhone	13	10	1.3	Lorenzo	None	7878	2334	https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg	CARDIGAN
860524505164394496	2017/05/05	Twitter for iPhone	13	10	1.3	Carl	None	24678	5698	https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg	BEDLINGTON_TERRIER
860276583193509888	2017/05/04	Twitter for iPhone	12	10	1.2	Jordy	None	19154	3745	https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg	LAKESIDE
860184849394610176	2017/05/04	Twitter for iPhone	14	10	1.4	None	None	17474	6295	https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg	CHIMPANZEE
860177593139703809	2017/05/04	Twitter for iPhone	10	10	1.0	None	None	0	33421		
859924526012018688	2017/05/04	Twitter for iPhone	12	10	1.2	Milky	None	20021	4349	https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg	FRENCH_BULLDOG
859851578198683649	2017/05/03	Twitter for iPhone	13	10	1.3	Trooper	None	16105	3780	https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg	
859607811541651456	2017/05/03	Twitter for iPhone	13	10	1.3	None	puppo	19476	1704	https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg	GOLDEN_RETRIEVER
